fpr,tpr
0.0,0.0
0.0,0.0010070493454179255
0.0,0.002014098690835851
0.0,0.0030211480362537764
0.0,0.004028197381671702
0.0,0.005035246727089627
0.0010256410256410256,0.005035246727089627
0.0010256410256410256,0.006042296072507553
0.0010256410256410256,0.007049345417925478
0.0010256410256410256,0.008056394763343404
0.0010256410256410256,0.00906344410876133
0.0010256410256410256,0.010070493454179255
0.0010256410256410256,0.011077542799597181
0.0020512820512820513,0.011077542799597181
0.003076923076923077,0.011077542799597181
0.0041025641025641026,0.011077542799597181
0.005128205128205128,0.011077542799597181
0.006153846153846154,0.011077542799597181
0.006153846153846154,0.012084592145015106
0.0071794871794871795,0.012084592145015106
0.0071794871794871795,0.013091641490433032
0.0071794871794871795,0.014098690835850957
0.0071794871794871795,0.015105740181268883
0.0071794871794871795,0.016112789526686808
0.0071794871794871795,0.017119838872104734
0.0071794871794871795,0.01812688821752266
0.0071794871794871795,0.019133937562940583
0.008205128205128205,0.019133937562940583
0.009230769230769232,0.019133937562940583
0.009230769230769232,0.02014098690835851
0.010256410256410256,0.02014098690835851
0.011282051282051283,0.02014098690835851
0.012307692307692308,0.02014098690835851
0.013333333333333334,0.02014098690835851
0.013333333333333334,0.021148036253776436
0.014358974358974359,0.021148036253776436
0.014358974358974359,0.022155085599194362
0.015384615384615385,0.022155085599194362
0.01641025641025641,0.022155085599194362
0.017435897435897435,0.022155085599194362
0.017435897435897435,0.023162134944612285
0.018461538461538463,0.023162134944612285
0.019487179487179488,0.023162134944612285
0.019487179487179488,0.02416918429003021
0.019487179487179488,0.025176233635448138
0.019487179487179488,0.026183282980866064
0.019487179487179488,0.027190332326283987
0.019487179487179488,0.028197381671701913
0.019487179487179488,0.02920443101711984
0.020512820512820513,0.02920443101711984
0.021538461538461538,0.02920443101711984
0.022564102564102566,0.02920443101711984
0.02358974358974359,0.02920443101711984
0.02358974358974359,0.030211480362537766
0.024615384615384615,0.030211480362537766
0.024615384615384615,0.03121852970795569
0.024615384615384615,0.032225579053373615
0.024615384615384615,0.03323262839879154
0.024615384615384615,0.03423967774420947
0.024615384615384615,0.035246727089627394
0.02564102564102564,0.035246727089627394
0.02564102564102564,0.03625377643504532
0.02564102564102564,0.03726082578046324
0.02564102564102564,0.038267875125881166
0.02666666666666667,0.038267875125881166
0.027692307692307693,0.038267875125881166
0.028717948717948718,0.038267875125881166
0.028717948717948718,0.03927492447129909
0.029743589743589743,0.03927492447129909
0.03076923076923077,0.03927492447129909
0.03076923076923077,0.04028197381671702
0.03076923076923077,0.041289023162134945
0.031794871794871796,0.041289023162134945
0.031794871794871796,0.04229607250755287
0.031794871794871796,0.0433031218529708
0.031794871794871796,0.044310171198388724
0.031794871794871796,0.045317220543806644
0.03282051282051282,0.045317220543806644
0.033846153846153845,0.045317220543806644
0.033846153846153845,0.04632426988922457
0.033846153846153845,0.0473313192346425
0.033846153846153845,0.04833836858006042
0.03487179487179487,0.04833836858006042
0.035897435897435895,0.04833836858006042
0.035897435897435895,0.04934541792547835
0.035897435897435895,0.050352467270896276
0.035897435897435895,0.0513595166163142
0.035897435897435895,0.05236656596173213
0.036923076923076927,0.05236656596173213
0.036923076923076927,0.05337361530715005
0.03794871794871795,0.05337361530715005
0.038974358974358976,0.05337361530715005
0.038974358974358976,0.054380664652567974
0.04,0.054380664652567974
0.04,0.0553877139979859
0.04,0.05639476334340383
0.041025641025641026,0.05639476334340383
0.04205128205128205,0.05639476334340383
0.043076923076923075,0.05639476334340383
0.043076923076923075,0.05740181268882175
0.0441025641025641,0.05740181268882175
0.04512820512820513,0.05740181268882175
0.04512820512820513,0.05840886203423968
0.046153846153846156,0.05840886203423968
0.04717948717948718,0.05840886203423968
0.048205128205128206,0.05840886203423968
0.048205128205128206,0.059415911379657606
0.04923076923076923,0.059415911379657606
0.04923076923076923,0.06042296072507553
0.050256410256410255,0.06042296072507553
0.050256410256410255,0.06143001007049345
0.050256410256410255,0.06243705941591138
0.050256410256410255,0.0634441087613293
0.050256410256410255,0.06445115810674723
